participant_id,participant_code,cohort_id,age_band,employment_status_at_entry,education_level_at_entry,referral_source,completion_status,enrollment_date,created_at,updated_at,is_active,data_source
6314,PRT-63136313631363136313,139,22-24,Unemployed,Level 3+,School/College,Completed,2025-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6315,PRT-63146314631463146314,584,16-17,Unemployed,No Qualifications,Job Centre,Completed,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6316,PRT-63156315631563156315,1111,16-17,Part-time Employed,Level 2,Other,Completed,2022-12-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6317,PRT-63166316631663166316,68,20-21,Unemployed,No Qualifications,Job Centre,Transferred,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6318,PRT-63176317631763176317,906,25+,Economically Inactive,Entry Level,Self-Referral,Completed,2023-12-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6319,PRT-63186318631863186318,984,18-19,Economically Inactive,No Qualifications,Job Centre,Completed,2025-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6320,PRT-63196319631963196319,731,20-21,Unemployed,Level 2,Job Centre,Transferred,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6321,PRT-63206320632063206320,731,16-17,Unemployed,Entry Level,School/College,Completed,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6322,PRT-63216321632163216321,1086,18-19,Economically Inactive,No Qualifications,Partner Organisation,Completed,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6323,PRT-63226322632263226322,51,18-19,Economically Inactive,Level 1,Partner Organisation,Completed,2025-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6324,PRT-63236323632363236323,662,20-21,Unemployed,Level 1,Partner Organisation,In Progress,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6325,PRT-63246324632463246324,733,18-19,Part-time Employed,Level 1,Job Centre,In Progress,2023-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6326,PRT-63256325632563256325,110,20-21,Student,Level 1,Job Centre,In Progress,2025-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6327,PRT-63266326632663266326,183,18-19,Unemployed,Level 2,Job Centre,Early Leaver,2024-10-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6328,PRT-63276327632763276327,776,20-21,Unemployed,Level 2,Self-Referral,Completed,2025-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6329,PRT-63286328632863286328,819,18-19,Unemployed,No Qualifications,Job Centre,Completed,2023-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6330,PRT-63296329632963296329,88,18-19,Unemployed,Level 3+,Partner Organisation,Completed,2024-01-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6331,PRT-63306330633063306330,1048,20-21,Part-time Employed,Level 2,Self-Referral,Early Leaver,2025-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6332,PRT-63316331633163316331,1183,18-19,Student,Level 1,Self-Referral,Early Leaver,2024-10-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6333,PRT-63326332633263326332,361,25+,Unemployed,Entry Level,Other,Completed,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6334,PRT-63336333633363336333,93,20-21,Student,No Qualifications,Other,In Progress,2024-10-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6335,PRT-63346334633463346334,1027,18-19,Unemployed,No Qualifications,Self-Referral,In Progress,2024-01-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6336,PRT-63356335633563356335,1166,20-21,Part-time Employed,Entry Level,Local Authority,Completed,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6337,PRT-63366336633663366336,381,22-24,Part-time Employed,Level 1,Partner Organisation,In Progress,2025-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6338,PRT-63376337633763376337,75,16-17,Economically Inactive,Entry Level,Job Centre,Early Leaver,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6339,PRT-63386338633863386338,465,18-19,Part-time Employed,No Qualifications,Job Centre,In Progress,2025-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6340,PRT-63396339633963396339,454,22-24,Economically Inactive,Level 1,Local Authority,Completed,2025-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6341,PRT-63406340634063406340,1136,16-17,Unemployed,No Qualifications,Job Centre,Completed,2022-12-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6342,PRT-63416341634163416341,219,18-19,Economically Inactive,Entry Level,Job Centre,Completed,2025-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6343,PRT-63426342634263426342,419,18-19,Unemployed,Level 2,Partner Organisation,Completed,2025-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6344,PRT-63436343634363436343,1195,16-17,Unemployed,Level 1,Partner Organisation,In Progress,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6345,PRT-63446344634463446344,275,22-24,Economically Inactive,No Qualifications,Local Authority,Early Leaver,2023-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6346,PRT-63456345634563456345,122,22-24,Part-time Employed,Entry Level,Local Authority,In Progress,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6347,PRT-63466346634663466346,47,16-17,Economically Inactive,Entry Level,Partner Organisation,Completed,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6348,PRT-63476347634763476347,1051,16-17,Unemployed,Level 3+,Other,Completed,2024-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6349,PRT-63486348634863486348,766,18-19,Economically Inactive,Level 1,Partner Organisation,In Progress,2025-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6350,PRT-63496349634963496349,1049,16-17,Unemployed,Level 1,Partner Organisation,Completed,2025-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6351,PRT-63506350635063506350,670,18-19,Unemployed,Entry Level,Partner Organisation,Completed,2023-01-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6352,PRT-63516351635163516351,436,16-17,Economically Inactive,Level 2,Job Centre,Completed,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6353,PRT-63526352635263526352,612,20-21,Part-time Employed,No Qualifications,Partner Organisation,In Progress,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6354,PRT-63536353635363536353,58,22-24,Economically Inactive,No Qualifications,Job Centre,Transferred,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6355,PRT-63546354635463546354,791,16-17,Unemployed,Level 2,Local Authority,Completed,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6356,PRT-63556355635563556355,46,18-19,Unemployed,No Qualifications,Partner Organisation,In Progress,2025-01-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6357,PRT-63566356635663566356,687,20-21,Economically Inactive,Entry Level,Partner Organisation,Completed,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6358,PRT-63576357635763576357,1169,18-19,Unemployed,Level 1,Job Centre,Early Leaver,2025-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6359,PRT-63586358635863586358,571,16-17,Unemployed,No Qualifications,Partner Organisation,Completed,2023-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6360,PRT-63596359635963596359,1097,22-24,Unemployed,No Qualifications,Job Centre,Early Leaver,2024-09-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6361,PRT-63606360636063606360,117,22-24,Unemployed,No Qualifications,Other,Completed,2023-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6362,PRT-63616361636163616361,775,16-17,Unemployed,Level 2,Other,Completed,2022-12-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6363,PRT-63626362636263626362,562,25+,Part-time Employed,Level 2,Self-Referral,Completed,2025-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6364,PRT-63636363636363636363,328,22-24,Unemployed,No Qualifications,Job Centre,Completed,2022-12-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6365,PRT-63646364636463646364,313,20-21,Part-time Employed,Entry Level,Partner Organisation,Completed,2023-12-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6366,PRT-63656365636563656365,67,20-21,Unemployed,Level 1,School/College,Completed,2024-01-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6367,PRT-63666366636663666366,420,25+,Student,Level 2,Partner Organisation,In Progress,2024-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6368,PRT-63676367636763676367,123,20-21,Unemployed,Level 2,Self-Referral,In Progress,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6369,PRT-63686368636863686368,1101,18-19,Economically Inactive,No Qualifications,Self-Referral,In Progress,2023-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6370,PRT-63696369636963696369,714,18-19,Unemployed,Entry Level,Job Centre,Completed,2025-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6371,PRT-63706370637063706370,902,22-24,Economically Inactive,Entry Level,Partner Organisation,Completed,2025-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6372,PRT-63716371637163716371,896,18-19,Unemployed,Entry Level,Partner Organisation,In Progress,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6373,PRT-63726372637263726372,128,18-19,Unemployed,Entry Level,Partner Organisation,Completed,2025-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6374,PRT-63736373637363736373,736,18-19,Economically Inactive,No Qualifications,Job Centre,Completed,2023-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6375,PRT-63746374637463746374,50,22-24,Student,Entry Level,Job Centre,In Progress,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6376,PRT-63756375637563756375,608,18-19,Unemployed,Entry Level,Job Centre,In Progress,2025-10-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6377,PRT-63766376637663766376,343,25+,Unemployed,Level 1,Self-Referral,In Progress,2023-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6378,PRT-63776377637763776377,937,16-17,Economically Inactive,Level 2,Self-Referral,In Progress,2025-10-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6379,PRT-63786378637863786378,95,25+,Economically Inactive,Level 1,Self-Referral,Early Leaver,2025-01-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6380,PRT-63796379637963796379,627,18-19,Unemployed,Level 3+,Partner Organisation,Early Leaver,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6381,PRT-63806380638063806380,1014,22-24,Economically Inactive,Entry Level,School/College,Completed,2025-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6382,PRT-63816381638163816381,306,22-24,Student,Entry Level,Self-Referral,Completed,2025-06-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6383,PRT-63826382638263826382,835,16-17,Unemployed,Level 3+,Other,Completed,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6384,PRT-63836383638363836383,1005,18-19,Economically Inactive,Level 2,Partner Organisation,Completed,2023-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6385,PRT-63846384638463846384,1064,20-21,Unemployed,Level 3+,Partner Organisation,Completed,2024-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6386,PRT-63856385638563856385,289,25+,Unemployed,Level 1,School/College,Completed,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6387,PRT-63866386638663866386,696,18-19,Unemployed,Level 1,School/College,Completed,2024-06-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6388,PRT-63876387638763876387,778,16-17,Part-time Employed,Level 1,Job Centre,In Progress,2023-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6389,PRT-63886388638863886388,774,20-21,Part-time Employed,Entry Level,Local Authority,Completed,2024-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6390,PRT-63896389638963896389,368,18-19,Unemployed,Level 2,Partner Organisation,Completed,2025-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6391,PRT-63906390639063906390,1064,18-19,Economically Inactive,No Qualifications,Job Centre,Completed,2024-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6392,PRT-63916391639163916391,527,25+,Unemployed,Level 3+,School/College,Completed,2025-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6393,PRT-63926392639263926392,1185,18-19,Unemployed,Level 1,Job Centre,Completed,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6394,PRT-63936393639363936393,286,20-21,Student,Entry Level,Job Centre,Completed,2023-10-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6395,PRT-63946394639463946394,235,18-19,Part-time Employed,Level 3+,Job Centre,Completed,2023-01-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6396,PRT-63956395639563956395,364,20-21,Economically Inactive,Level 2,Job Centre,Transferred,2024-01-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6397,PRT-63966396639663966396,811,16-17,Part-time Employed,Level 3+,Local Authority,Transferred,2023-10-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6398,PRT-63976397639763976397,970,22-24,Part-time Employed,Level 2,School/College,Completed,2025-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6399,PRT-63986398639863986398,1039,22-24,Unemployed,Entry Level,School/College,Completed,2023-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6400,PRT-63996399639963996399,24,20-21,Unemployed,Level 2,Self-Referral,Completed,2023-10-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6401,PRT-64006400640064006400,610,18-19,Economically Inactive,Level 2,School/College,In Progress,2024-10-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6402,PRT-64016401640164016401,235,16-17,Part-time Employed,Level 1,Self-Referral,Early Leaver,2023-01-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6403,PRT-64026402640264026402,1107,20-21,Unemployed,Entry Level,Job Centre,In Progress,2025-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6404,PRT-64036403640364036403,749,22-24,Student,Level 2,School/College,Completed,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6405,PRT-64046404640464046404,1005,20-21,Economically Inactive,Level 2,Job Centre,Completed,2023-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6406,PRT-64056405640564056405,1008,18-19,Part-time Employed,No Qualifications,Job Centre,Completed,2023-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6407,PRT-64066406640664066406,712,20-21,Unemployed,Level 1,Job Centre,Early Leaver,2025-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6408,PRT-64076407640764076407,774,25+,Unemployed,Level 1,Local Authority,Completed,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6409,PRT-64086408640864086408,606,25+,Part-time Employed,Level 3+,Job Centre,Transferred,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6410,PRT-64096409640964096409,168,16-17,Unemployed,Level 2,Self-Referral,In Progress,2024-10-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6411,PRT-64106410641064106410,1153,20-21,Part-time Employed,Level 1,School/College,Completed,2024-01-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6412,PRT-64116411641164116411,848,16-17,Economically Inactive,No Qualifications,Job Centre,Transferred,2024-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6413,PRT-64126412641264126412,14,16-17,Economically Inactive,Level 2,School/College,Early Leaver,2024-10-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6414,PRT-64136413641364136413,539,18-19,Economically Inactive,Entry Level,Job Centre,Completed,2025-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
